,id_entrega,Produtos,Data_da_entrega,Status,Destino,Distância_km,Custo,Faturamento
277,278,glp,2022-03-13,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
278,279,glp,2025-09-14,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
279,280,Gasolina,2021-02-14,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
280,281,glp,2020-11-02,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
281,282,Queijo,2020-11-11,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
282,283,Queijo,2022-09-28,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
283,284,milho,2021-01-20,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
284,285,Disel,2023-05-23,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
285,286,soja,2022-08-01,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
286,287,glp,2020-09-14,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
287,288,Queijo,2024-11-28,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
288,289,café,2021-02-09,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
289,290,Gasolina,2024-12-02,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
290,291,Carnes,2024-06-09,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
291,292,milho,2023-04-20,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
292,293,eletrônicos,2021-02-07,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
293,294,milho,2023-02-16,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
294,295,soja,2022-07-04,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
295,296,soja,2023-02-21,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
296,297,eletrônicos,2022-11-17,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
297,298,café,2023-10-19,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
298,299,soja,2021-04-07,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
299,300,Carnes,2022-07-27,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
300,301,Gasolina,2023-09-06,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
301,302,Gasolina,2025-06-26,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
302,303,glp,2021-06-24,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
303,304,Queijo,2024-06-19,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
304,305,café,2021-12-28,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
305,306,milho,2020-08-12,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
306,307,Disel,2021-07-16,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
307,308,Disel,2025-12-29,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
308,309,café,2021-10-26,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
309,310,Queijo,2022-07-18,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
310,311,Disel,2025-03-13,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
311,312,glp,2024-04-25,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
312,313,Carnes,2021-04-16,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
313,314,soja,2022-06-06,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
314,315,Disel,2023-09-24,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
315,316,Disel,2025-06-26,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
316,317,café,2024-07-12,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
317,318,soja,2024-06-11,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
318,319,Gasolina,2025-08-17,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
319,320,Carnes,2022-07-30,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
320,321,glp,2021-08-06,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
321,322,milho,2023-04-26,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
322,323,milho,2025-01-01,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
323,324,eletrônicos,2023-08-13,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
324,325,Gasolina,2024-10-28,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
325,326,eletrônicos,2025-11-27,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
326,327,soja,2023-12-23,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
327,328,glp,2025-08-03,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
328,329,eletrônicos,2020-12-23,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
329,330,glp,2024-11-13,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
330,331,café,2021-06-23,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
331,332,Queijo,2021-08-13,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
332,333,milho,2025-10-06,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
333,334,glp,2023-04-28,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
334,335,Carnes,2024-01-18,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
335,336,café,2024-08-31,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
336,337,Queijo,2020-03-07,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
337,338,Disel,2020-09-14,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
338,339,milho,2021-11-12,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
339,340,café,2020-12-11,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
340,341,Queijo,2022-03-21,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
341,342,soja,2020-04-18,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
342,343,café,2024-03-21,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
343,344,Disel,2025-03-24,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
344,345,café,2020-05-05,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
345,346,milho,2025-05-02,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
346,347,Queijo,2022-04-14,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
347,348,milho,2020-03-09,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
348,349,soja,2022-04-05,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
349,350,Disel,2020-09-03,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
350,351,eletrônicos,2022-12-15,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
351,352,Carnes,2024-02-02,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
352,353,Carnes,2022-10-03,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
353,354,Queijo,2020-07-26,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
354,355,soja,2024-04-03,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
355,356,glp,2025-03-29,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
356,357,Queijo,2022-11-06,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
357,358,Disel,2022-05-19,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
358,359,café,2025-06-03,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
359,360,soja,2023-12-19,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
360,361,Queijo,2022-02-12,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
361,362,eletrônicos,2022-08-30,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
362,363,Queijo,2021-03-08,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
363,364,eletrônicos,2023-01-11,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
364,365,glp,2021-01-08,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
365,366,Disel,2025-01-17,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
366,367,glp,2025-11-24,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
367,368,milho,2022-02-10,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
368,369,eletrônicos,2024-03-23,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
369,370,eletrônicos,2020-02-03,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
370,371,soja,2024-12-28,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
371,372,Gasolina,2022-05-08,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
372,373,eletrônicos,2020-11-15,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
373,374,Disel,2021-05-01,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
374,375,soja,2025-10-15,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
375,376,Gasolina,2020-04-30,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
376,377,Disel,2022-08-23,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
377,378,café,2024-12-09,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
378,379,Queijo,2022-11-25,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
379,380,Queijo,2021-08-10,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
380,381,Carnes,2024-10-28,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
381,382,soja,2023-04-17,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
382,383,soja,2025-03-09,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
383,384,milho,2022-04-01,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
384,385,eletrônicos,2023-06-13,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
385,386,milho,2022-04-21,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
386,387,eletrônicos,2020-08-06,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
387,388,soja,2024-08-19,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
388,389,soja,2025-05-09,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
389,390,glp,2020-01-20,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
390,391,Disel,2022-03-13,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
391,392,Queijo,2021-05-13,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
392,393,Gasolina,2024-04-11,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
393,394,glp,2023-01-19,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
394,395,Queijo,2024-11-09,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
395,396,glp,2024-08-20,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
396,397,soja,2025-11-05,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
397,398,eletrônicos,2021-12-10,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
398,399,eletrônicos,2025-10-16,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
399,400,café,2020-05-16,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
400,401,milho,2024-01-08,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
401,402,Queijo,2022-03-24,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
402,403,glp,2020-10-22,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
403,404,soja,2023-11-02,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
404,405,café,2020-04-25,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
405,406,glp,2025-10-15,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
406,407,soja,2025-09-08,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
407,408,Disel,2020-06-26,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
408,409,Queijo,2020-11-24,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
409,410,eletrônicos,2020-11-01,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
410,411,café,2022-12-22,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
411,412,milho,2025-06-06,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
412,413,milho,2020-06-20,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
413,414,milho,2023-10-30,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
414,415,Carnes,2025-06-21,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
415,416,eletrônicos,2023-08-01,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
416,417,soja,2024-05-23,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
417,418,soja,2022-04-06,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
418,419,Queijo,2023-05-03,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
419,420,café,2025-08-28,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
420,421,soja,2024-07-29,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
421,422,glp,2023-11-02,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
422,423,soja,2020-01-03,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
423,424,café,2021-01-31,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
424,425,soja,2021-06-29,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
425,426,Gasolina,2025-08-25,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
426,427,Queijo,2022-02-26,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
427,428,milho,2022-03-10,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
428,429,Queijo,2024-03-17,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
429,430,Queijo,2020-10-11,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
430,431,soja,2021-01-07,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
431,432,milho,2023-05-02,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
432,433,café,2022-11-27,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
433,434,café,2024-10-06,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
434,435,milho,2023-05-09,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
435,436,glp,2025-01-09,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
436,437,milho,2024-04-29,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
437,438,Gasolina,2025-09-01,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
438,439,Disel,2024-11-17,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
439,440,glp,2020-04-24,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
440,441,eletrônicos,2020-09-02,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
441,442,milho,2025-08-03,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
442,443,Disel,2020-06-16,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
443,444,Disel,2024-05-03,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
444,445,Disel,2023-11-28,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
445,446,eletrônicos,2021-07-11,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
446,447,Queijo,2021-01-25,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
447,448,café,2021-11-02,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
448,449,Carnes,2020-10-23,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
449,450,Queijo,2022-12-11,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
450,451,Queijo,2024-09-10,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
451,452,Gasolina,2024-03-19,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
452,453,milho,2021-05-30,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
453,454,café,2025-04-24,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
454,455,café,2022-05-19,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
455,456,café,2020-04-06,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
456,457,milho,2025-11-28,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
457,458,soja,2022-09-23,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
458,459,Gasolina,2020-02-27,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
459,460,soja,2024-09-20,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
460,461,Carnes,2021-06-13,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
461,462,Disel,2024-05-21,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
462,463,Gasolina,2021-05-10,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
463,464,Gasolina,2020-05-15,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
464,465,soja,2023-02-23,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
465,466,glp,2020-02-19,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
466,467,eletrônicos,2021-07-25,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
467,468,soja,2021-07-27,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
468,469,Carnes,2022-06-26,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
469,470,Queijo,2020-01-11,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
470,471,Carnes,2024-07-22,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
471,472,eletrônicos,2021-09-30,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
472,473,café,2024-02-06,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
473,474,milho,2023-10-19,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
474,475,Disel,2025-08-03,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
475,476,Disel,2024-01-30,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
476,477,eletrônicos,2021-08-27,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
477,478,milho,2023-03-16,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
478,479,glp,2020-11-13,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
479,480,milho,2021-07-30,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
480,481,Queijo,2020-02-16,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
481,482,milho,2025-10-20,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
482,483,glp,2025-07-03,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
483,484,eletrônicos,2024-06-26,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
484,485,Disel,2020-05-26,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
485,486,soja,2020-08-16,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
486,487,Disel,2025-10-16,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
487,488,milho,2023-07-16,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
488,489,Carnes,2021-02-16,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
489,490,café,2023-11-26,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
490,491,Queijo,2020-06-27,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
491,492,Carnes,2025-06-14,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
492,493,Disel,2020-02-08,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
493,494,Queijo,2023-10-14,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
494,495,Queijo,2025-10-28,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
495,496,eletrônicos,2022-10-30,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
496,497,Queijo,2025-08-28,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
497,498,café,2024-02-23,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
498,499,eletrônicos,2020-09-14,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
499,500,Carnes,2025-04-27,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
500,501,glp,2021-11-16,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
501,502,Disel,2020-02-17,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
502,503,Disel,2020-11-16,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
503,504,eletrônicos,2021-10-30,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
504,505,eletrônicos,2025-01-29,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
505,506,Disel,2020-08-16,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
506,507,glp,2024-07-12,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
507,508,café,2025-11-02,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
508,509,eletrônicos,2022-11-24,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
509,510,Disel,2023-09-27,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
510,511,milho,2020-12-30,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
511,512,café,2022-06-21,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
512,513,soja,2022-12-19,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
513,514,Gasolina,2024-12-31,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
514,515,Queijo,2023-11-18,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
515,516,milho,2024-03-05,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
516,517,eletrônicos,2022-11-22,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
517,518,soja,2024-04-16,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
518,519,eletrônicos,2024-01-16,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
519,520,soja,2024-02-02,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
520,521,soja,2020-11-28,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
521,522,Carnes,2020-02-23,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
522,523,glp,2024-08-18,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
523,524,eletrônicos,2023-07-26,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
524,525,soja,2023-06-06,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
525,526,glp,2021-10-27,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
526,527,Disel,2022-11-22,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
527,528,glp,2021-04-21,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
528,529,glp,2020-02-05,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
529,530,glp,2022-05-06,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
530,531,glp,2025-01-21,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
531,532,soja,2021-02-07,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
532,533,Disel,2025-06-12,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
533,534,glp,2022-04-02,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
534,535,café,2021-11-25,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
535,536,milho,2024-05-20,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
536,537,milho,2025-08-27,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
537,538,Disel,2020-01-21,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
538,539,Gasolina,2021-05-15,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
539,540,café,2021-01-22,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
540,541,café,2025-05-16,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
541,542,milho,2021-07-23,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
542,543,milho,2020-07-20,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
543,544,Disel,2022-03-02,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
544,545,Disel,2021-05-23,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
545,546,soja,2025-04-04,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
546,547,Queijo,2024-08-02,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
547,548,Carnes,2022-08-06,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
548,549,Gasolina,2024-07-09,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
549,550,soja,2025-01-29,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
550,551,milho,2024-05-26,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
551,552,café,2024-07-24,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
552,553,Carnes,2021-06-30,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
553,554,eletrônicos,2025-08-11,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
554,555,eletrônicos,2020-10-26,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
555,556,glp,2021-05-28,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
